addr_st,addr_xst,city,state,address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"KLETTE AV","E CALIFORNIA AV",Fresno,CA,"KLETTE AV and E CALIFORNIA AV",36.721375,-119.804375,0.95,intersection,,"E California Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E CALWA AV","S BARDELL AV",Fresno,CA,"E CALWA AV and S BARDELL AV",36.705012,-119.797571,1,intersection,,"E Calwa Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N FARRIS AV","W LOCUST AV",Fresno,CA,"N FARRIS AV and W LOCUST AV",36.839987,-119.811766,1,intersection,,"N Farris Ave",,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"N VALENTINE AV","W CLINTON AV",Fresno,CA,"N VALENTINE AV and W CLINTON AV",36.771895,-119.853308,1,intersection,,"N Valentine Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"A ST","VENTURA ST",Fresno,CA,"A ST and VENTURA ST",36.722856,-119.795689,1,intersection,,"A St",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E PLATT AV","S FOURTH ST",Fresno,CA,"E PLATT AV and S FOURTH ST",36.741811,-119.767597,0.94,intersection,,"E Platt Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E PRINCETON AV","N MILLBROOK AV",Fresno,CA,"E PRINCETON AV and N MILLBROOK AV",36.775942,-119.762949,1,intersection,,"E Princeton Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"N FIRST ST","E LOS ALTOS AV",Fresno,CA,"N FIRST ST and E LOS ALTOS AV",36.833103,-119.772214,1,intersection,,"E Los Altos Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"W APPLE TREE LN","N LEMON TREE LN",Fresno,CA,"W APPLE TREE LN and N LEMON TREE LN",36.943934,-120.094884,0.73,intersection,,"Apple Tree Ct",,,Madera,CA,"Madera County",93637,US,"TIGER/Line® dataset from the US Census Bureau"
"S MARTIN LUTHER KING JR BL","E EUGENIA AV",Fresno,CA,"S MARTIN LUTHER KING JR BL and E EUGENIA AV",36.712969,-119.799809,0.8,intersection,,"E Eugenia Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E HOME AV","N RABE AV",Fresno,CA,"E HOME AV and N RABE AV",36.76312,-119.707934,1,intersection,,"E Home Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E ATCHISON ST","S BARDELL AV",Fresno,CA,"E ATCHISON ST and S BARDELL AV",36.720865,-119.798705,0.66,intersection,,"E Atchison Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"W NORWICH AV","N HASLAM AV",Fresno,CA,"W NORWICH AV and N HASLAM AV",36.800435,-119.851912,1,intersection,,"N Haslam Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N MARIPOSA ST","E GARLAND AV",Fresno,CA,"N MARIPOSA ST and E GARLAND AV",36.781658,-119.778859,1,street_center,,"N Mariposa St",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"W HARVARD AV","N BRIX AV",Fresno,CA,"W HARVARD AV and N BRIX AV",36.774425,-119.881203,0.87,intersection,,"N Brix Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N TEMPERANCE AV","E CARMALEE LN",Fresno,CA,"N TEMPERANCE AV and E CARMALEE LN",36.768411,-119.664054,1,intersection,,"E Carmalee Ln",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"W EL DORADO ST","S THORNE AV",Fresno,CA,"W EL DORADO ST and S THORNE AV",36.737492,-119.813035,1,street_center,,"W El Dorado St",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"W PINEDALE AV","N SAN PABLO AV",Fresno,CA,"W PINEDALE AV and N SAN PABLO AV",36.843531,-119.79454,1,intersection,,"N San Pablo Ave",,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"N WEST AV","N HOLT AV",Fresno,CA,"N WEST AV and N HOLT AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"N MARIPOSA ST","E PONTIAC WY",Fresno,CA,"N MARIPOSA ST and E PONTIAC WY",36.781658,-119.778859,1,street_center,,"N Mariposa St",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"S GEARHART ST","E CALIFORNIA AV",Fresno,CA,"S GEARHART ST and E CALIFORNIA AV",36.721375,-119.765907,0.88,intersection,,"E California Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E LAURITE AV","S PURDUE AV",Fresno,CA,"E LAURITE AV and S PURDUE AV",36.712655,-119.688251,0.79,intersection,,"E Laurite Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"W CHENNAULT AV","N BAIN AV",Fresno,CA,"W CHENNAULT AV and N BAIN AV",36.841791,-119.901359,0.91,intersection,,"N Bain Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N VAN NESS BL","W RIVER BOTTOM RD",Fresno,CA,"N VAN NESS BL and W RIVER BOTTOM RD",36.805627,-119.804483,1,street_center,,"N Van Ness Blvd",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"W ANDREWS AV","N CHANNING WY",Fresno,CA,"W ANDREWS AV and N CHANNING WY",36.780217,-119.824234,1,intersection,,"N Channing Way",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E DWIGHT WY","S MAPLE AV",Fresno,CA,"E DWIGHT WY and S MAPLE AV",36.72186,-119.745554,1,intersection,,"E Dwight Way",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N FRUIT AV","W ALAMOS AV",Fresno,CA,"N FRUIT AV and W ALAMOS AV",36.805737,-119.81746,0.75,intersection,,"N Fruit Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E DWIGHT WY","S HELM AV",Fresno,CA,"E DWIGHT WY and S HELM AV",36.722656,-119.721181,0.96,intersection,,"E Dwight Way",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E STRATFORD DR","N WOODLAWN DR",Fresno,CA,"E STRATFORD DR and N WOODLAWN DR",36.869799,-119.772154,0.97,intersection,,"E Stratford Dr",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"E BULLARD AV","N SHERMAN AV",Fresno,CA,"E BULLARD AV and N SHERMAN AV",36.823026,-119.774367,1,intersection,,"E Bullard Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"W MESA AV","N PALM AV",Fresno,CA,"W MESA AV and N PALM AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"N HAYES AV","W CHENNAULT AV",Fresno,CA,"N HAYES AV and W CHENNAULT AV",36.841775,-119.902222,1,intersection,,"N Hayes Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"S FIFTH ST","E LYELL AV",Fresno,CA,"S FIFTH ST and E LYELL AV",36.729686,-119.765866,1,intersection,,"E Lyell Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W OSWEGO AV","N WHEELER AV",Fresno,CA,"W OSWEGO AV and N WHEELER AV",36.819718,-119.889614,0.91,intersection,,"N Wheeler Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N CHRIS AV","E JENNY AV",Fresno,CA,"N CHRIS AV and E JENNY AV",36.840409,-119.735391,0.98,intersection,,"E Jenny Ave",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"N JACKSON AV","E MADISON AV",Fresno,CA,"N JACKSON AV and E MADISON AV",36.749555,-119.747663,1,intersection,,"E Madison Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N CHESTNUT AV","E VERMONT AV",Fresno,CA,"N CHESTNUT AV and E VERMONT AV",36.834289,-119.73612,0.79,intersection,,"E Fremont Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"E MONO AV","S SECOND ST",Fresno,CA,"E MONO AV and S SECOND ST",36.737007,-119.770906,1,intersection,,"E Mono Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E MCKINLEY AV","N HELM AV",Fresno,CA,"E MCKINLEY AV and N HELM AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"W ASHCROFT AV","N DURANT WY",Fresno,CA,"W ASHCROFT AV and N DURANT WY",36.797494,-119.823154,0.93,intersection,,"N Durant Way",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N EIGHTH ST","E LOS ALTOS AV",Fresno,CA,"N EIGHTH ST and E LOS ALTOS AV",36.833639,-119.75853,1,intersection,,"E Los Altos Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"E CORTLAND AV","N HAYSTON AV",Fresno,CA,"E CORTLAND AV and N HAYSTON AV",36.782097,-119.748062,1,intersection,,"E Cortland Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N MONTE AV","W CELESTE AV",Fresno,CA,"N MONTE AV and W CELESTE AV",36.821244,-119.842677,1,intersection,,"N Monte Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"M ST","SANTA CLARA ST",Fresno,CA,"M ST and SANTA CLARA ST",36.73113,-119.781617,1,intersection,,"M St",,,Fresno,CA,"Fresno County",93721,US,"TIGER/Line® dataset from the US Census Bureau"
"E HOUSTON AV","N DEARING AV",Fresno,CA,"E HOUSTON AV and N DEARING AV",36.850871,-119.738054,0.86,intersection,,"E Houston Ave",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"E BREMER AV","N COLLEGE AV",Fresno,CA,"E BREMER AV and N COLLEGE AV",36.752936,-119.797679,1,intersection,,"E Bremer Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"W ELLERY WY","N BABIGIAN AV",Fresno,CA,"W ELLERY WY and N BABIGIAN AV",36.828467,-119.876686,0.8,intersection,,"N Babigian Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N CHANNING WY","W NORMAL AV",Fresno,CA,"N CHANNING WY and W NORMAL AV",36.768363,-119.824422,0.56,intersection,,"N Channing Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"W ASHCROFT AV","N CHARLES AV",Fresno,CA,"W ASHCROFT AV and N CHARLES AV",36.798488,-119.852784,0.85,intersection,,"N Charles Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"S NINTH ST","E CALWA AV",Fresno,CA,"S NINTH ST and E CALWA AV",36.704881,-119.758534,1,intersection,,"E Calwa Ave",,,Fresno,CA,"Fresno County",93725,US,"TIGER/Line® dataset from the US Census Bureau"
"CLOVIS AV","TENTH ST",Fresno,CA,"CLOVIS AV and TENTH ST",36.818114,-119.702011,0.85,intersection,,"10th St",,,Clovis,CA,"Fresno County",93612,US,"TIGER/Line® dataset from the US Census Bureau"
"N ADOLINE AV","W YALE AV",Fresno,CA,"N ADOLINE AV and W YALE AV",36.768465,-119.814258,0.91,intersection,,"N Adoline Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"W MINARETS AV","N WHEELER AV",Fresno,CA,"W MINARETS AV and N WHEELER AV",36.841702,-119.888803,0.97,intersection,,"N Wheeler Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N WOODSON AV","W MCKINLEY AV",Fresno,CA,"N WOODSON AV and W MCKINLEY AV",36.834924,-119.837145,0.68,intersection,,"N Woodson Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"N FIRST ST","E RICHERT AV",Fresno,CA,"N FIRST ST and E RICHERT AV",36.79654,-119.77114,0.88,intersection,,"E Richert Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E WASHINGTON AV","N WILLOW AV",Fresno,CA,"E WASHINGTON AV and N WILLOW AV",36.747765,-119.727325,1,intersection,,"E Washington Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"N EIGHTH ST","E THOMAS AV",Fresno,CA,"N EIGHTH ST and E THOMAS AV",36.753188,-119.761208,1,intersection,,"E Thomas Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W FLORADORA AV","N HUGHES AV",Fresno,CA,"W FLORADORA AV and N HUGHES AV",36.761068,-119.835523,1,intersection,,"N Hughes Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"W STUART AV","N ALVA AV",Fresno,CA,"W STUART AV and N ALVA AV",36.825547,-119.858904,0.81,intersection,,"N Alva Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"N WISHON AV","E CAMBRIDGE AV",Fresno,CA,"N WISHON AV and E CAMBRIDGE AV",36.769503,-119.801054,1,intersection,,"E Cambridge Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"E GEARY ST","S WALDBY AV",Fresno,CA,"E GEARY ST and S WALDBY AV",36.719639,-119.713445,0.88,intersection,,"E Geary St",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"N SOMMERVILLE DR","E SHEPHERD AV",Fresno,CA,"N SOMMERVILLE DR and E SHEPHERD AV",36.866645,-119.738772,1,intersection,,"E Shepherd Ave",,,Clovis,CA,"Fresno County",93611,US,"TIGER/Line® dataset from the US Census Bureau"
"N LAVERNE AV","N ARMSTRONG AV",Fresno,CA,"N LAVERNE AV and N ARMSTRONG AV",36.740874,-119.676992,0.68,intersection,,"N Armstrong Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"MERCED ST","P ST",Fresno,CA,"MERCED ST and P ST",36.741267,-119.78728,1,intersection,,"Merced St",,,Fresno,CA,"Fresno County",93721,US,"TIGER/Line® dataset from the US Census Bureau"
"E NEES AV","N ROWELL AV",Fresno,CA,"E NEES AV and N ROWELL AV",36.852027,-119.753803,1,intersection,,"E Nees Ave",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"E SHEA AV","N WHITNEY AV",Fresno,CA,"E SHEA AV and N WHITNEY AV",36.871333,-119.74316,0.76,intersection,,"E Shea Dr",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"S WALNUT AV","E GROVE AV",Fresno,CA,"S WALNUT AV and E GROVE AV",36.710419,-119.808896,1,intersection,,"E Grove Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E RUSH AV","N DEARING AV",Fresno,CA,"E RUSH AV and N DEARING AV",36.888039,-119.74041,0.88,intersection,,"E Rush Ave",,,Fresno,CA,"Fresno County",93730,US,"TIGER/Line® dataset from the US Census Bureau"
"E PONTIAC WY","N MARIPOSA ST",Fresno,CA,"E PONTIAC WY and N MARIPOSA ST",36.788986,-119.778476,0.89,intersection,,"E Pontiac Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"W YALE AV",NA,Fresno,CA,"W YALE AV and NA",36.77003,-119.834258,1,street_center,,"W Yale Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E STUART AV","N FOURTH ST",Fresno,CA,"E STUART AV and N FOURTH ST",36.825913,-119.767632,1,intersection,,"E Stuart Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"N WISHON AV","N MAROA AV",Fresno,CA,"N WISHON AV and N MAROA AV",36.76677,-119.799591,0.85,intersection,,"N Maroa Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"N ANGUS ST","E BELMONT AV",Fresno,CA,"N ANGUS ST and E BELMONT AV",36.750389,-119.776303,0.93,intersection,,"E Belmont Ave",,,Fresno,CA,"Fresno County",93701,US,"TIGER/Line® dataset from the US Census Bureau"
"N PURDUE AV","E DAYTON AV",Fresno,CA,"N PURDUE AV and E DAYTON AV",36.782612,-119.688903,1,intersection,,"E Dayton Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"S PRICE AV","E TOWER AV",Fresno,CA,"S PRICE AV and E TOWER AV",36.715019,-119.743989,1,intersection,,"E Tower Ave",,,Fresno,CA,"Fresno County",93725,US,"TIGER/Line® dataset from the US Census Bureau"
"PIERCE DR","W INDIANAPOLIS AV",Fresno,CA,"PIERCE DR and W INDIANAPOLIS AV",36.799,-119.726581,1,intersection,,"Pierce Dr",,,Clovis,CA,"Fresno County",93612,US,"TIGER/Line® dataset from the US Census Bureau"
"E YALE AV","N WILSON AV",Fresno,CA,"E YALE AV and N WILSON AV",36.770367,-119.805784,1,intersection,,"E Yale Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"N ANTIOCH AV","W SPRUCE AV",Fresno,CA,"N ANTIOCH AV and W SPRUCE AV",36.840632,-119.879845,0.89,intersection,,"N Antioch Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N DELBERT AV","W ASHCROFT AV",Fresno,CA,"N DELBERT AV and W ASHCROFT AV",36.798228,-119.887181,1,intersection,,"N Delbert Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N APRICOT AV","E SUSSEX WY",Fresno,CA,"N APRICOT AV and E SUSSEX WY",36.777284,-119.668738,1,street_center,,"N Apricot Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E BRALY AV","S HAZELWOOD BL",Fresno,CA,"E BRALY AV and S HAZELWOOD BL",36.724019,-119.768062,1,intersection,,"E Braly Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N FIRST ST","E ASHCROFT AV",Fresno,CA,"N FIRST ST and E ASHCROFT AV",36.798575,-119.772258,1,intersection,,"E Ashcroft Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E NEVADA AV","N FINE AV",Fresno,CA,"E NEVADA AV and N FINE AV",36.745899,-119.729606,1,intersection,,"E Nevada Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E LANSING WY","N MARIPOSA ST",Fresno,CA,"E LANSING WY and N MARIPOSA ST",36.787526,-119.781475,0.68,intersection,,"E Lansing Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E GROVE AV","S WALNUT AV",Fresno,CA,"E GROVE AV and S WALNUT AV",36.710419,-119.808896,1,intersection,,"E Grove Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"W HAMMOND AV","N HUGHES AV",Fresno,CA,"W HAMMOND AV and N HUGHES AV",36.758364,-119.835536,0.77,intersection,,"N Hughes Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"E CLAY AV","N BUSH AV",Fresno,CA,"E CLAY AV and N BUSH AV",36.755854,-119.715571,0.99,intersection,,"E Clay Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"N BARTON AV","E RIALTO AV",Fresno,CA,"N BARTON AV and E RIALTO AV",36.803151,-119.748828,0.91,intersection,,"E Rialto Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"SAN BENITO ST","H ST",Fresno,CA,"SAN BENITO ST and H ST",36.722057,-119.792162,1,street_center,,"San Benito St",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E CENTRAL AV","S MARY AV",Fresno,CA,"E CENTRAL AV and S MARY AV",36.6779,-119.777316,1,intersection,,"E Central Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N HAYSTON AV","E CHENNAULT AV",Fresno,CA,"N HAYSTON AV and E CHENNAULT AV",36.843308,-119.750245,1,intersection,,"E Chennault Ave",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"E LANE AV","S FOWLER AV",Fresno,CA,"E LANE AV and S FOWLER AV",36.733243,-119.682076,1,intersection,,"E Lane Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E ORLEANS AV","S CAESAR AV",Fresno,CA,"E ORLEANS AV and S CAESAR AV",36.725757,-119.716146,1,intersection,,"E Orleans Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E MICHIGAN AV","N ARROYO AV",Fresno,CA,"E MICHIGAN AV and N ARROYO AV",36.777071,-119.66475,0.91,intersection,,"E Michigan Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"N TRIAD AV","E ROBINSON AV",Fresno,CA,"N TRIAD AV and E ROBINSON AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"E BURNS AV","S BARDELL AV",Fresno,CA,"E BURNS AV and S BARDELL AV",36.712255,-119.799805,0.81,intersection,,"E Burns Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"W SPRUCE AV","N THIELE AV",Fresno,CA,"W SPRUCE AV and N THIELE AV",36.83953,-119.915188,0.84,intersection,,"N Thiele Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
FLORAL,CLOVIS,Fresno,CA,"FLORAL and CLOVIS",36.576361,-119.7005,0.42,intersection,,"E Floral Ave",,,Selma,CA,"Fresno County",93662,US,"TIGER/Line® dataset from the US Census Bureau"
"E PINE AV","N PALM AV",Fresno,CA,"E PINE AV and N PALM AV",36.762468,-119.808587,1,intersection,,"E Pine Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"W HEDGES AV","N LAFAYETTE AV",Fresno,CA,"W HEDGES AV and N LAFAYETTE AV",36.759259,-119.837734,1,intersection,,"N Lafayette Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"E HERNDON AV","N ORCHARD ST",Fresno,CA,"E HERNDON AV and N ORCHARD ST",36.83728,-119.777049,0.74,intersection,,"E Herndon Ave",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"E TULARE ST","N BACKER AV",Fresno,CA,"E TULARE ST and N BACKER AV",36.610368,-119.531635,0.8,intersection,,"Bigger St",,,Parlier,CA,"Fresno County",93648,US,"TIGER/Line® dataset from the US Census Bureau"
"W BELMONT AV","N BLYTHE AV",Fresno,CA,"W BELMONT AV and N BLYTHE AV",36.749997,-119.871127,1,intersection,,"N Blythe Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N CAROL AV","W VASSAR AV",Fresno,CA,"N CAROL AV and W VASSAR AV",36.771125,-119.850702,1,intersection,,"N Carol Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E DOROTHY AV","S LILY AV",Fresno,CA,"E DOROTHY AV and S LILY AV",36.704124,-119.790721,0.5,intersection,,"E Dorothy Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N LANES RD","N RICE RD",Fresno,CA,"N LANES RD and N RICE RD",36.888143,-119.778406,0.83,intersection,,"N Lanes Rd",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"E FOUNTAIN WY","N DUKE AV",Fresno,CA,"E FOUNTAIN WY and N DUKE AV",36.784231,-119.690338,0.54,intersection,,"Duke Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"W RICHERT AV","N CARNEGIE AV",Fresno,CA,"W RICHERT AV and N CARNEGIE AV",36.796797,-119.893459,1,intersection,,"N Carnegie Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W TERRACE AV","N MARTY AV",Fresno,CA,"W TERRACE AV and N MARTY AV",36.77239,-119.857109,1,intersection,,"N Marty Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E TULARE ST","S BARTON AV",Fresno,CA,"E TULARE ST and S BARTON AV",36.743148,-119.749954,0.75,intersection,,"E Tulare Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N POLK AV","W CLINTON AV",Fresno,CA,"N POLK AV and W CLINTON AV",36.771746,-119.889258,1,intersection,,"N Polk Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W NAPA AV","N THORNE AV",Fresno,CA,"W NAPA AV and N THORNE AV",36.747596,-119.813056,0.77,intersection,,"N Thorne Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E CALIMYRNA AV","N EFFIE ST",Fresno,CA,"E CALIMYRNA AV and N EFFIE ST",36.823913,-119.788381,0.9,intersection,,"E Calimyrna Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"W SAMPLE AV","N ELLENDALE AV",Fresno,CA,"W SAMPLE AV and N ELLENDALE AV",36.826077,-119.888754,0.94,intersection,,"N Ellendale Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E DIVISADERO ST","N ECHO AV",Fresno,CA,"E DIVISADERO ST and N ECHO AV",36.743601,-119.804386,0.69,intersection,,"Divisadero St",,,Fresno,CA,"Fresno County",93721,US,"TIGER/Line® dataset from the US Census Bureau"
"S TEILMAN AV","W NIELSEN AV",Fresno,CA,"S TEILMAN AV and W NIELSEN AV",36.74306,-119.822071,1,intersection,,"S Teilman Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
